CODIGO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
01-08-0951-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO HS GUATEMALA;OLGA MARINA AJQUEJAY SALOJ;ANA CRISTINA MARTÍNEZ OLIVA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;GUATEMALA OCCIDENTE
01-08-0953-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO HS GUATEMALA;OLGA MARINA AJQUEJAY SALOJ;ANA CRISTINA MARTÍNEZ OLIVA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);GUATEMALA OCCIDENTE
01-08-0956-46;GUATEMALA;MIXCO;COLEGIO TECNOLÓGICO MODERNO VYGOTSKI;LUDVIN RICARDO URRUTIA LORENTI;CLAUDIA YANETH SIÁN BURRIÓN DE RALDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);GUATEMALA OCCIDENTE
01-08-0957-46;GUATEMALA;MIXCO;COLEGIO TECNOLÓGICO MODERNO VYGOTSKI;IDALIA DEL ROSARIO LÓPEZ SANDOVAL;CLAUDIA YANETH SIAN BURRION;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;GUATEMALA OCCIDENTE
01-08-0964-46;GUATEMALA;MIXCO;CENTRO DE APRENDIZAJES ISOS;LUDVIN RICARDO URRUTIA LORENTI;DILIA MORALES HERNÁNDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);GUATEMALA OCCIDENTE
01-08-0965-46;GUATEMALA;MIXCO;CENTRO DE APRENDIZAJES ISOS;LUDVIN RICARDO URRUTIA LORENTI;DILIA MORALES HERNÁNDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;GUATEMALA OCCIDENTE
01-08-0968-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO EDUNIÑOS;CLAUDIO DANIEL YAC OROZCO;ASTRID PAOLA SISIMIT ALONZO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-0974-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO EDUKIDS;CLAUDIO DANIEL YAC OROZCO;RINA NESSEL ARRIAGA CHONG;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);GUATEMALA OCCIDENTE
01-08-0976-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO MUNICIPAL CEM-LO DE FUENTES;EVELYN JOHANNA RAXÓN CAJAS DE CALITO;RUTH CORINA ALDANA GÓMEZ;DIVERSIFICADO;MUNICIPAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-0980-46;GUATEMALA;MIXCO;"COLEGIO MIXTO ""EL CASTILLO DEL BOSQUE""";EMORA EMPERATRIZ CRUZ PEÑA DE FUENTES;GLENDA NOHEMI BOJ GRANADOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-0986-46;GUATEMALA;MIXCO;"LICEO TECNOLOGICO DE GUATEMALA ""ELOHIM"" NO. 2";IDALIA DEL ROSARIO LÓPEZ SANDOVAL;OBED ELIÚ PINEDA ZACARIAS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;GUATEMALA OCCIDENTE
01-08-0988-46;GUATEMALA;MIXCO;"LICEO TECNOLOGICO DE GUATEMALA ""ELOHIM"" NO. 2";MARCELINO ARNULFO DE LEÓN MEJÍA;OBED ELIÚ PINEDA ZACARIAS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);GUATEMALA OCCIDENTE
01-08-0995-46;GUATEMALA;MIXCO;CENTRO DE APRENDIZAJE ISOS;LUDVIN RICARDO URRUTIA LORENTI;DILIA MORALES HERNÁNDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;A DISTANCIA;GUATEMALA OCCIDENTE
01-08-0996-46;GUATEMALA;MIXCO;CENTRO DE APRENDIZAJE ISOS;LUDVIN RICARDO URRUTIA LORENTI;DILIA MORALES HERNÁNDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;GUATEMALA OCCIDENTE
01-08-1002-46;GUATEMALA;MIXCO;COLEGIO PRIVADO BELÉN DEL MILAGRO;LILIANA MARINA FLORES JIMÉNEZ;KARLA FERMINA CARDENAS BACH;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1003-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO EDUKIDS;CLAUDIO DANIEL YAC OROZCO;RINA NESSEL ARRIAGA CHONG;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;GUATEMALA OCCIDENTE
01-08-1004-46;GUATEMALA;MIXCO;ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO. 3 J. N.;IDALIA DEL ROSARIO LÓPEZ SANDOVAL;SONIA LETICIA MACHUCA RODRIGUEZ;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1011-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO EL PODEROSO DE ISRAEL;RONALD MAURICIO MORALES VIVAR;DORA AMANDA MARTÍNEZ ESTRADA DE SAQUILMER;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);GUATEMALA OCCIDENTE
01-08-1012-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO EL PODEROSO DE ISRAEL;RONALD MAURICIO MORALES VIVAR;FLOR DE MARÍA ROLDAN DE MEJÍA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);GUATEMALA OCCIDENTE
01-08-1014-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO EL PODEROSO DE ISRAEL;RONALD MAURICIO MORALES VIVAR;FLOR DE MARÍA ROLDAN DE MEJÍA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1016-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO EL PODEROSO DE ISRAEL;RONALD MAURICIO MORALES VIVAR;FLOR DE MARÍA ROLDAN DE MEJÍA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-1020-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO ENGLISH FOR ALL LANGUAGE & HOMESCHOOL;LUDVIN RICARDO URRUTIA LORENTI;SILVIA LUCÍA JEREZ RUANO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);GUATEMALA OCCIDENTE
01-08-1021-46;GUATEMALA;MIXCO;ENGLISH FOR ALL LANGUAGE & HOMESCHOOL;MARCELINO ARNULFO DE LEÓN MEJÍA;KATHERINNE PAOLA BENDFELDT BARCO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;GUATEMALA OCCIDENTE
01-08-1025-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO MIXTO CLARET;MADELEY MORALES VIVAR;OLGA LUCRECIA ESCOBAR REYES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1029-46;GUATEMALA;MIXCO;COLEGIO CRISTIANO ELIM;ROSA ALBELIA ARDON DE MOTTA;MARÍA DEL CARMEN GONZÁLEZ DE MARTÍNEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;VIRTUAL A DISTANCIA;GUATEMALA OCCIDENTE
01-08-1030-46;GUATEMALA;MIXCO;COLEGIO CRISTIANO ELIM;ROSA ALBELIA ARDON DE MOTTA;MARÍA DEL CARMEN GONZÁLEZ DE MARTÍNEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;VIRTUAL A DISTANCIA;GUATEMALA OCCIDENTE
01-08-1031-46;GUATEMALA;MIXCO;"CENTRO EDUCATIVO MUNICIPAL ""CEM""";MARCELINO ARNULFO DE LEÓN MEJÍA;CLAUDIA CRUZ PAXTOR LÓPEZ;DIVERSIFICADO;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);GUATEMALA OCCIDENTE
01-08-1037-46;GUATEMALA;MIXCO;COLEGIO CRISTIANO REY DAVID;IXMUCANÉ ALDANA VILLAVICENCIO;ENMA DEONICIA CULAJAY COTOL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1040-46;GUATEMALA;MIXCO;COLEGIO ESCOLARIS INTERNACIONAL;IDALIA DEL ROSARIO LÓPEZ SANDOVAL;WHENDOLYN BETSABE ESTRADA CANIZALES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;VIRTUAL A DISTANCIA;GUATEMALA OCCIDENTE
01-08-1045-46;GUATEMALA;MIXCO;"CENTRO EDUCATIVO MUNICIPAL CEM ""EL AGUACATE""";MARCELINO ARNULFO DE LEÓN MEJÍA;MARIA ALEJANDRA MORALES TOBON;DIVERSIFICADO;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);GUATEMALA OCCIDENTE
01-08-1053-46;GUATEMALA;MIXCO;COLEGIO EL SAGRADO CORAZÓN;EMORA EMPERATRIZ CRUZ PEÑA DE FUENTES;PATRICIA JUDITH ARCHILA CHAVEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1054-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO FE Y ALEGRÍA NO. 44;SILVIA HORTENSIA GONZÁLEZ MARTÍNEZ DE CRÚZ;ANA MARÍA SAMAYOA ARGUETA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1055-46;GUATEMALA;MIXCO;INSTITUTO TECNOLOGICO MUNICIPAL TEC SATELITE;MARCELINO ARNULFO DE LEÓN MEJÍA;MARIA ESTHER VASQUEZ GOUBAUD;DIVERSIFICADO;MUNICIPAL;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1056-46;GUATEMALA;MIXCO;INSTITUTO TECNOLOGICO MUNICIPAL TEC SATELITE;EMORA EMPERATRIZ CRUZ DE FUENTES;MARÍA ESTHER VÁSQUEZ GOUBAUD;DIVERSIFICADO;MUNICIPAL;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-1057-46;GUATEMALA;MIXCO;INSTITUTO TECNOLOGICO MUNICIPAL TEC SATELITE;MARCELINO ARNULFO DE LEÓN MEJÍA;MARIA ESTHER VASQUEZ GOUBAUD;DIVERSIFICADO;MUNICIPAL;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);GUATEMALA OCCIDENTE
01-08-1059-46;GUATEMALA;MIXCO;COLEGIO BLUE VALLEY (BLUE VALLEY SCHOOL);SILVIA HORTENSIA GONZÁLEZ MARTÍNEZ DE CRÚZ;HEIDY MARIELA CAAL CRUZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1060-46;GUATEMALA;MIXCO;"CENTRO EDUCATIVO MUNICIPAL CEM ""EL AGUACATE""";MARCELINO ARNULFO DE LEÓN MEJÍA;MARIA ALEJANDRA MORALES TOBON;DIVERSIFICADO;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-1061-46;GUATEMALA;MIXCO;CENTRO DE EDUCACION EXTRAESCOLAR CEEX FUNDACIÓN COFIÑO;LUDVIN RICARDO URRUTIA LORENTI;AURA GABRIELA HERNÁNDEZ GÓMEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-1067-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO HANDS AT WORK HOMESCHOOL;IDALIA DEL ROSARIO LÓPEZ SANDOVAL;MARLEN MAGALÍ CERÓN MARROQUÍN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;GUATEMALA OCCIDENTE
01-08-1073-46;GUATEMALA;MIXCO;COLEGIO AVANZA;SILVIA HORTENSIA GONZÁLEZ MARTÍNEZ DE CRÚZ;YASNA MARÍA SOLANO PRADO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);GUATEMALA OCCIDENTE
01-08-1077-46;GUATEMALA;MIXCO;ISEA ROOSEVELT;IXMUCANÉ ALDANA VILLAVICENCIO;KELITA BETSABÉ NORIEGA MORALES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;GUATEMALA OCCIDENTE
01-08-1079-46;GUATEMALA;MIXCO;LICEO LOMAS DE SACOJ;IDALIA DEL ROSARIO LÓPEZ SANDOVAL;HUGO LEONEL SANDOVAL ESTRADA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-1080-46;GUATEMALA;MIXCO;COLEGIO TÉCNICO EN INFORMÁTICA;EMORA EMPERATRIZ CRUZ PEÑA DE FUENTES;CELESTINO MIGUEL TEMAJ PABLO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;GUATEMALA OCCIDENTE
01-08-1081-46;GUATEMALA;MIXCO;LICEO LOMAS DE SACOJ;IDALIA DEL ROSARIO LÓPEZ SANDOVAL;HUGO LEONEL SANDOVAL ESTRADA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-1086-46;GUATEMALA;MIXCO;COLEGIO EDUCATIVO NUEVA ERA;EVELYN JOHANNA RAXÓN CAJAS DE CALITO;MARIA CELINA ALVAREZ GOMEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;GUATEMALA OCCIDENTE
01-08-1089-46;GUATEMALA;MIXCO;COLEGIO EDUCATIVO NUEVA ERA;MARCELINO ARNULFO DE LEÓN MEJÍA;MARIA CELINA ALVAREZ GOMEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);GUATEMALA OCCIDENTE
01-08-1090-46;GUATEMALA;MIXCO;ISEA ROOSEVELT;IXMUCANÉ ALDANA VILLAVICENCIO;KELITA BETSABÉ NORIEGA MORALES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;A DISTANCIA;GUATEMALA OCCIDENTE
01-08-1096-46;GUATEMALA;MIXCO;INSTITUTO TECNICO VOCACIONAL PRIVADO 'EMILIANI';MARIA FELICITA ROQUE CARRERA;JORGE GRANADOS GUZMÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1700-46;GUATEMALA;MIXCO;COLEGIO MIXTO BILINGÜE BROOKLYN;SILVIA HORTENSIA GONZÁLEZ MARTÍNEZ DE CRÚZ;EMMA ELIDA VÉLIZ CRUZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1701-46;GUATEMALA;MIXCO;COLEGIO MIXTO 'MAYALAND ( TIERRA DE LOS MAYAS)';SILVIA HORTENSIA GONZÁLEZ MARTÍNEZ DE CRÚZ;JULIO ALBERTO DE PAZ RIVAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1714-46;GUATEMALA;MIXCO;INSTITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA;IXMUCANÉ ALDANA VILLAVICENCIO;HENRRY MAURO CAAL CRUZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1723-46;GUATEMALA;MIXCO;ESCUELA NACIONAL DE FORMACION SECRETARIAL NO.3;IXMUCANÉ ALDANA VILLAVICENCIO;ANA LUISA DÍAZ GALINDO;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1726-46;GUATEMALA;MIXCO;ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO. 3;IDALIA DEL ROSARIO LÓPEZ SANDOVAL;SONIA LETICIA MACHUCA RODRIGUEZ;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1727-46;GUATEMALA;MIXCO;ESCUELA NACIONAL DE CIENCIAS COMERCIALES ADS AL INEB LIC. CLEMENTE MARROQUIN ROJAS;ROSA ALBELIA ARDÓN CASASOLA;MARÍA FERNANDA ORDÓÑEZ RAMOS;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1728-46;GUATEMALA;MIXCO;INSTITUTO INDIGENA DE VARONES SANTIAGO;IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ;WENDY YADIRA ORTEGA CHAVARRÍA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1729-46;GUATEMALA;MIXCO;COLEGIO MADRE DE LOS HUERFANOS;IXMUCANÉ ALDANA VILLAVICENCIO;BRENDA JUDITH ORTÍZ VASQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1730-46;GUATEMALA;MIXCO;LICEO LA JUVENTUD;MARTA LUZ BETETA ORTIZ DE JORDAN;LEON ENRIQUE DUBOIS JUAREZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1732-46;GUATEMALA;MIXCO;COLEGIO MIXTO PRIVADO SAN CRIS;SILVIA HORTENSIA GONZALEZ MARTINEZ;MARÍA DE LA LUZ LONGO DE PÉREZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1733-46;GUATEMALA;MIXCO;LICEO INMACULADO CORAZON;EMORA EMPERATRIZ CRUZ DE FUENTES;CRISTOBAL EFRAÍN GIRÓN RIVERA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1735-46;GUATEMALA;MIXCO;"ACADEMIA COMERCIAL E INSTITUTO ""LOURDES""";MARTA LUZ BETETA ORTIZ DE JORDÁN;ESTEBAN TOCON XICAY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1737-46;GUATEMALA;MIXCO;LICEO MIXTO NOCTURNO TECNICO MERCANTIL;IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ;JORGE GRANADOS GUZMAN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;INTERMEDIA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-1739-46;GUATEMALA;MIXCO;"LICEO CRISTIANO ""BETHESDA""";LILIANA MARINA FLORES JIMÉNEZ;LIZZY CARLILY PÉREZ GÓMEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-2769-46;GUATEMALA;MIXCO;INSTITUTO MIXTO EL EDÉN;ROSA ALBELIA ARDÓN CASASOLA;EDILIO MARCO MEOÑO CARDENAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-2772-46;GUATEMALA;MIXCO;COLEGIO MIXTO VILLAFLOR;RONALD MAURICIO MORALES VIVAR;AURA CONSUELO MORALES ALVAREZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-2876-46;GUATEMALA;MIXCO;INSTITUTO DE TEOLOGIA Y CIENCIAS SOCIALES MONSEÑOR ANGELICO MELOTTO;IXMUCANE ALDANA VILLAVICENCIO;TELMA AURORA CONTRERAS ESTRADA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-2889-46;GUATEMALA;MIXCO;INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ SUPERAR Y TRIUNFAR;MIGUEL ALVARO RODRIGUEZ PORTILLO;JORGE GRANADOS GUZMÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;INTERMEDIA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-2890-46;GUATEMALA;MIXCO;COLEGIO MIXTO CRISTIANO JARDIN DEL EDEN;RENÉ SAZO NAVICHOQUE;EDILIO MARCO MEOÑO CARDENAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-2891-46;GUATEMALA;MIXCO;LICEO COEDUCATIVO GUATEMALTECO;MARIA FELICITA ROQUE CARRERA;LIA GUISELA TELLO RENDON;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-2898-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO LA VID;IXMUCANÉ ALDANA VILLAVICENCIO;LUIS ENRIQUE SALAZAR MONZÓN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-2899-46;GUATEMALA;MIXCO;LICEO MARIA INMACULADA;MARIA FELICITA ROQUE CARRERA;MARIO GONZALEZ ARREAGA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-2974-46;GUATEMALA;MIXCO;COLEGIO BILINGÜE CAMPO REAL;SILVIA HORTENSIA GONZÁLEZ MARTÍNEZ DE CRÚZ;HENA JUDITH GONZÁLEZ CALDERÓN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-2998-46;GUATEMALA;MIXCO;COLEGIO CRISTIANO ELIM;IXMUCANÉ ALDANA VILLAVICENCIO;MARIA DEL CARMEN GONZÁLEZ ALVAREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-3023-46;GUATEMALA;MIXCO;COLEGIO MIXTO 'SAN PEDRO Y SAN PABLO';OLGA MARINA AJQUEJAY SALOJ DE TUBAC;JORGE GRANADOS GUZMAN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-3027-46;GUATEMALA;MIXCO;COLEGIO MIXTO 'JUSTO RUFINO BARRIOS';OLGA MARINA AJQUEJAY SALOJ DE TUBAC;RUFINO ARTAGÑAN BAUTISTA GARCÍA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-3028-46;GUATEMALA;MIXCO;CENTRO DE ENSEÑANZA INTEGRAL SISTEMATIZADA CEIS-MIXCO;CLAUDIO DANIEL YAC OROZCO;CLAUDIA ORIETTA FLORES MASSELLI;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-3029-46;GUATEMALA;MIXCO;COLEGIO MIXTO JUSTO RUFINO BARRIOS JV (PLAN SABATINO);ROSA ALBELIA ARDON DE MOTTA;RUFINO ARTAGÑAN BAUTISTA GARCÍA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-4166-46;GUATEMALA;MIXCO;LICEO CIENTIFICO EN COMPUTACION;MARIA FELICITA ROQUE CARRERA;MIGUEL ANGEL ARROCHE;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
