CODIGO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
22-15-0031-46;JUTIAPA;PASACO;COLEGIO INTEGRAL CIENCIA Y DESARROLLO II;JAYRO ARIEL MORALES MARTÍNEZ;SADAM JOSUÉ RODRÍGUEZ CASTELLANOS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-15-0035-46;JUTIAPA;PASACO;INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA;JAYRO ARIEL MORALES MARTÍNEZ;RUTH ADALÍ CORTEZ LEMUS;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-15-0037-46;JUTIAPA;PASACO;COLEGIO EDUCARE;JAYRO ARIEL MORALES MARTÍNEZ;SADAM JOSUÉ RODRÍGUEZ CASTELLANOS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-15-0038-46;JUTIAPA;PASACO;COLEGIO EDUCARE;JAYRO ARIEL MORALES MARTÍNEZ;SADAM JOSUÉ RODRÍGUEZ CASTELLANOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-15-2185-46;JUTIAPA;PASACO;COLEGIO PARTICULAR MIXTO LA BENDICION;RENE MARTINEZ ALAY;JUAN ANTONIO PÉREZ GARCÍA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);JUTIAPA
22-15-2556-46;JUTIAPA;PASACO;COLEGIO PARTICULAR MIXTO BENDICION;RENE MARTINEZ ALAY;JUAN ANTONIO PÉREZ GARCÍA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-16-0004-46;JUTIAPA;SAN JOSE ACATEMPA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;SIDDI YALAI ESCOBAR ESQUIVEL;DÁMARIS CRISTINA MORÁN ESTRADA;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-16-0007-46;JUTIAPA;SAN JOSE ACATEMPA;"INSTITUTO PEDAGÓGICO DE EDUCACIÓN MEDIA SAN JOSÉ ""IPEMSA""";SIDDI YALAI ESCOBAR ESQUIVEL;SHENY MARINA JIMÉNEZ SALAZAR;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-16-0008-46;JUTIAPA;SAN JOSE ACATEMPA;"COLEGIO PARTICULAR MIXTO DE DIVERSIFICADO ""EMANUEL""";SIDDI YALAI ESCOBAR ESQUIVEL;NANCY GUADALUPE LINARES JIMÉNEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-16-0010-46;JUTIAPA;SAN JOSE ACATEMPA;"COLEGIO PARTICULAR MIXTO DE DIVERSIFICADO ""EMANUEL""";SIDDI YALAI ESCOBAR ESQUIVEL;ALEIDA XIOMARA CASTILLO MEDRANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-16-0014-46;JUTIAPA;SAN JOSE ACATEMPA;"COLEGIO PARTICULAR MIXTO DE DIVERSIFICADO ""EMANUEL""";SIDDI YALAI ESCOBAR ESQUIVEL;NANCY GUADALUPE LINARES JIMÉNEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-16-0015-46;JUTIAPA;SAN JOSE ACATEMPA;"INSTITUTO PEDAGOGICO DE EDUCACIÓN MEDIA SAN JOSE ""IPEMSA""";SIDDI YALAI ESCOBAR ESQUIVEL;WENDY MARISOL BOTEO PERNILLO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-16-0023-46;JUTIAPA;SAN JOSE ACATEMPA;"INSTITUTO PEDAGÓGICO DE EDUCACIÓN MEDIA SAN JOSÉ ""IPEMSA""";SIDDI YALAI ESCOBAR ESQUIVEL;SHENY MARINA JIMÉNEZ SALAZAR;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-16-0024-46;JUTIAPA;SAN JOSE ACATEMPA;"COLEGIO PARTICULAR MIXTO DE DIVERSIFICADO ""EMANUEL""";SIDDI YALAI ESCOBAR ESQUIVEL;EVAN LORENA OLIVARES HERNÁNDEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-16-0030-46;JUTIAPA;SAN JOSE ACATEMPA;COLEGIO PARTICULAR MIXTO BELEN;SIDDI YALAI ESCOBAR ESQUIVEL;ANGÉLICA MARÍA RAYMUNDO LIMA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-16-0031-46;JUTIAPA;SAN JOSE ACATEMPA;COLEGIO PARTICULAR MIXTO BELEN;SIDDI YALAI ESCOBAR ESQUIVEL;ANGÉLICA MARÍA RAYMUNDO LIMA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-16-0032-46;JUTIAPA;SAN JOSE ACATEMPA;INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA;SIDDI YALAI ESCOBAR ESQUIVEL;ESTEBAN HERMINIO COSIGUÁ MEDRANO;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-17-0009-46;JUTIAPA;QUESADA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;DANIEL ARTURO QUIÑONEZ SOTO;MARINA ELVIRA HERRERA;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-17-0015-46;JUTIAPA;QUESADA;COLEGIO PARTICULAR MIXTO BILINGUE SANTA FE;DANIEL ARTURO QUIÑONEZ SOTO;HENRY ARMIDAS VELASQUEZ PEREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-17-0016-46;JUTIAPA;QUESADA;LICEO QUESADENCE;EYMAR YOVANNI CONTRERAS HERNANDEZ;CÉSAR FERNANDO ESCOBAR ZEPEDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-17-0019-46;JUTIAPA;QUESADA;COLEGIO PARTICULAR MIXTO BILINGUE SANTA FE;DANIEL ARTURO QUIÑONEZ SOTO;ROSA ELIZABETH MÉNDEZ GALDÁMEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-17-0023-46;JUTIAPA;QUESADA;"COLEGIO PARTICULAR MIXTO BILINGÜE ""SAN PEDRO APÓSTOL""";DANIEL ARTURO QUIÑONEZ SOTO;MARLEN ROXANA ENRIQUEZ CONTRERAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-17-0025-46;JUTIAPA;QUESADA;"COLEGIO PARTICULAR MIXTO BILINGUE ""SAN PEDRO APÓSTOL""";DANIEL ARTURO QUIÑONEZ SOTO;ABEL RAMÍREZ AMÉZQUITA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-17-0029-46;JUTIAPA;QUESADA;COLEGIO PARTICULAR MIXTO BILINGUE SANTA FE;DANIEL ARTURO QUIÑONEZ SOTO;ROSA ELIZABETH MENDEZ GALDAMEZ;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-17-0031-46;JUTIAPA;QUESADA;COLEGIO PARTICULAR MIXTO BILINGUE SANTA FE;EYMAR YOVANNI CONTRERAS HERNANDEZ;HENRY ARMIDAS VELASQUEZ PEREZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-17-0034-46;JUTIAPA;QUESADA;LICEO QUESADENCE;EYMAR YOVANNI CONTRERAS HERNANDEZ;HELLEN MARISOL ESCOBAR ZEPEDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-17-0035-46;JUTIAPA;QUESADA;LICEO QUESADENCE;EYMAR YOVANNI CONTRERAS HERNANDEZ;CÉSAR FERNANDO ESCOBAR ZEPEDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-17-0038-46;JUTIAPA;QUESADA;"COLEGIO INTEGRAL DE COMPUTACIÓN ""EDUCARE""";DANIEL ARTURO QUIÑONEZ SOTO;SENDER MAURICIO SOTO VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-17-0039-46;JUTIAPA;QUESADA;"COLEGIO INTEGRAL DE COMPUTACIÓN ""EDUCARE""";DANIEL ARTURO QUIÑONEZ SOTO;SENDER MAURICIO SOTO VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-17-0042-46;JUTIAPA;QUESADA;LICEO QUESADENCE;DANIEL ARTURO QUIÑONEZ SOTO;CESAR FERNANDO ESCOBAR ZEPEDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-17-0046-46;JUTIAPA;QUESADA;COLEGIO PARTICULAR MIXTO BILINGÜE SANTA FE;EYMAR YOVANNI CONTRERAS HERNANDEZ;HENRY ARMIDAS VELASQUEZ PEREZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-17-0048-46;JUTIAPA;QUESADA;COLEGIO SANTA FE;DANIEL ARTURO QUIÑONEZ SOTO;VINCY DANIEL ARGUETA GONZALEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;VIRTUAL A DISTANCIA;JUTIAPA
22-17-1839-46;JUTIAPA;QUESADA;COLEGIO INTEGRAL DE COMPUTACION EDUCARE;DANIEL ARTURO QUIÑONEZ SOTO;SENDER MAURICIO SOTO VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-17-2459-46;JUTIAPA;QUESADA;COLEGIO PARTICULAR MIXTO MONTE SION;EMERSON RAUL ORTIZ LOPEZ;IRMA LILLY JIMENEZ MEDRANO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
17-01-0035-46;PETEN;FLORES;INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADA DIEGO AMERICO CETINA PACHECO;LILIN MELISA HERRERA ORREGO;----;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);PETÉN
17-01-0058-46;PETEN;FLORES;LICEO PETENERO EN CIENCIAS ADMINISTRATIVAS, RECURSOS NATURALES Y TURISMO;LILIN MELISA HERRERA ORREGO;ERWIN AUGUSTO LÓPEZ Y LÓPEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0064-46;PETEN;FLORES;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;BRAULIO AMILCAR CHÁN TESUCÚN;VICENTE AVELAR HERNÁNDEZ;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0065-46;PETEN;FLORES;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;LILIN MELISA HERRERA ORREGO;---;DIVERSIFICADO;OFICIAL;RURAL;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0070-46;PETEN;FLORES;"CENTRO EDUCATIVO INTEGRAL ""PAULO FREIRE""";LILIN MELISA HERRERA ORREGO;EFREN PORTILLO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0073-46;PETEN;FLORES;"LICEO INTEGRAL ""NUEVA GENERACION""";LILIN MELISA HERRERA ORREGO;RODOLFO MEDINA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0078-46;PETEN;FLORES;CENTRO EDUCATIVO MODELO;LILIN MELISA HERRERA ORREGO;FRANCISCO VALENTIN SOZA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0081-46;PETEN;FLORES;"COLEGIO DE EDUCACION MEDIA ""SAN ISIDRO""";BRAULIO AMILCAR CHÁN TESUCÚN;RUTILIA SALGUERO CASTRO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0083-46;PETEN;FLORES;COLEGIO INTEGRADO DE EDUCACION PROFRESIONAL DE PETEN, CIEPP;LILIN MELISA HERRERA ORREGO;EVELYN MIGDALIA TORALLA LOPEZ;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0085-46;PETEN;FLORES;LICEO PETENERO EN CIENCIAS ADMINISTRATIVAS, RECURSOS NATURALES Y TURISMO;LILIN MELISA HERRERA ORREGO;ERWIN AUGUSTO LOPEZ Y LOPEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0086-46;PETEN;FLORES;LICEO PETENERO EN CIENCIAS ADMINISTRATIVAS, RECURSOS NATURALES Y TURISMO;LILIN MELISA HERRERA ORREGO;ERWIN AUGUSTO LOPEZ Y LOPEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0091-46;PETEN;FLORES;"COLEGIO CRISTIANO ""EL-HASHAMAYIM""";LILIN MELISA HERRERA ORREGO;JORGE ULICES RUANO CANO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0095-46;PETEN;FLORES;INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ CAMINO A LA LIBERTAD;LILIN MELISA HERRERA ORREGO;XIOMARA ANAYELY DEL CID COY;DIVERSIFICADO;OFICIAL;RURAL;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0099-46;PETEN;FLORES;CENTRO EDUCATIVO DEL NAZARENO;LILIN MELISA HERRERA ORREGO;ERWIN DAVID LOPEZ OCHAETA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0100-46;PETEN;FLORES;INSTITUTO TECNOLOGICO AGROFORESTAL CENTRO MAYA;LILIN MELISA HERRERA ORREGO;EDGAR ROLANDO CHAYAX MOLINA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);PETÉN
17-01-0104-46;PETEN;FLORES;COLEGIO EDUCATIVO PRIVADO RIVERA;LILIN MELISA HERRERA ORREGO;MANUEL DE JESÚS RIVERA GÓMEZ;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);PETÉN
17-01-0106-46;PETEN;FLORES;"INSTITUTO TECNICO DE EDUCACION MEDIA DE PETEN ""ITEMP""";LILIN MELISA HERRERA ORREGO;GLADIS CELENI ZAMORA MORALES DE CHOC;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0110-46;PETEN;FLORES;"CENTRO EDUCATIVO CRISTIANO ""GÉNESIS""";BRAULIO AMILCAR CHÁN TESUCÚN;ALMEIDA ESTER BIN TENI;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0119-46;PETEN;FLORES;COLEGIO PRE UNIVERSITARIO TECNOLOGICO DEL NORTE;LILIN MELISA HERRERA ORREGO;ALBA SURAMY ACUÑA LOPEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0123-46;PETEN;FLORES;"CENTRO EDUCATIVO CRISTIANO ""GENESIS""";LILIN MELISA HERRERA ORREGO;ALMEIDA ESTER BIN TENI;DIVERSIFICADO;PRIVADO;RURAL;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0124-46;PETEN;FLORES;COLEGIO DE EDUCACIÓN MEDIA SAN ISIDRO;RODOLFO MEDINA;ORISELDA GUTIÉRREZ MOLINA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0125-46;PETEN;FLORES;INSTITUTO COMERCIAL VILLA CONCEPCION;LILIN MELISA HERRERA ORREGO;VERÓNICA MILDRED MAS REYES;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0128-46;PETEN;FLORES;"INSTITUTO COMERCIAL ""VILLA CONCEPCION""";LILIN MELISA HERRERA ORREGO;BÁRBARA MARIANELA MELGAR CEBALLOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0130-46;PETEN;FLORES;INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO.;LILIN MELISA HERRERA ORREGO;RAFAEL MANUEL BALDIZÓN OZAETA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0131-46;PETEN;FLORES;INSTITUTO COMERCIAL VILLA CONCEPCION;LILIN MELISA HERRERA ORREGO;VERÓNICA MILDRED MAS REYES;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0133-46;PETEN;FLORES;COLEGIO INTEGRADO DE EDUCACION PROFESIONAL DE PETEN-CIEPP-;LILIN MELISA HERRERA ORREGO;LUBIA ROXANA JIMÉNEZ RIVERA;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0136-46;PETEN;FLORES;INSTITUTO TECNOLÓGICO HOWARD W. HUNTER.;LILIN MELISA HERRERA ORREGO;OLGA MARINA VÉLIZ PALENCIA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);PETÉN
17-01-0139-46;PETEN;FLORES;COLEGIO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI;LILIN MELISA HERRERA ORREGO;CARLOS ENRIQUE AUGUST VELIZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0142-46;PETEN;FLORES;COLEGIO DE EDUCACION MEDIA SAN ISIDRO;LILIN MELISA HERRERA ORREGO;RUTILIA SALGUERO CASTRO;DIVERSIFICADO;PRIVADO;RURAL;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0153-46;PETEN;FLORES;PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA-PRONEA-;SANTIAGO CRUZ SERRANO;SANTIAGO CRUZ SERRANO;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;PETÉN
17-01-0155-46;PETEN;FLORES;COLEGIO CRISTIANO EL HASHAMAYIM;LILIN MELISA HERRERA ORREGO;JORGE ULICES RUANO CANO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0156-46;PETEN;FLORES;CENTRO DE EDUCACION EXTRAESCOLAR-CEEX-DEPARTAMENTAL;LILIN MELISA HERRERA ORREGO;ZOILA ELIZABETH POLICARPIO MACARIO;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;PETÉN
17-01-0159-46;PETEN;FLORES;COLEGIO DE EDUCACION MEDIA SAN ISIDRO;BRAULIO AMILCAR CHÁN TESUCÚN;RUTILIA SALGUERO CASTRO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-01-0161-46;PETEN;FLORES;CENTRO EDUCATIVO MODELO;RODOLFO MEDINA;FRANCISCO VALENTIN SOZA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-01-0163-46;PETEN;FLORES;"""INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL"" -IMEF-";RODOLFO MEDINA;ESTHER NOEMI PINELO RAMÍREZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-01-0165-46;PETEN;FLORES;"CENTRO EDUCATIVO CRISTIANO ""GÉNESIS""";BRAULIO AMILCAR CHÁN TESUCÚN;ALMEIDA ESTER BIN TENI;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-01-0167-46;PETEN;FLORES;INSTITUTO DE EDUCACIO9N BASICA Y BACHILLERATO POR MADURREZ, CAMINO A LA LIBERTAD;LILIN MELISA HERRERA ORREGO;DAVID OTONIEL GARCIA POLANCO;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0172-46;PETEN;FLORES;INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADO B0KOBA;LILIN MELISA HERRERA ORREGO;MYNOR ROBERTO PORTILLO ROSADO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);PETÉN
17-01-0173-46;PETEN;FLORES;INSTITUTODE EDUCACION DIVERSIFICADA BOKOBA;LILIN MELISA HERRERA ORREGO;MYNOR ROBERTO PORTILLO ROSADO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0174-46;PETEN;FLORES;CENTRO EDUCATIVO PETEN;LILIN MELISA HERRERA ORREGO;KARLA YAMILETH NÁJERA ARIAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0179-46;PETEN;FLORES;COLEGIO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI;LILIN MELISA HERRERA ORREGO;MAYRA AZUCENA CALANCHÉ VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);PETÉN
17-01-0180-46;PETEN;FLORES;COLEGIO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI;LILIN MELISA HERRERA ORREGO;MAYRA AZUCENA CALANCHE VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);PETÉN
17-01-0181-46;PETEN;FLORES;COLEGIO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI;LILIN MELISA HERRERA ORREGO;MAYRA AZUCENA CALANCHE VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);PETÉN
17-01-0481-46;PETEN;FLORES;INSTITUTO MIXTO LA PARROQUIA;LILIA SAUDITA SUNTECUN CHAN;--;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0485-46;PETEN;FLORES;ESCUELA NORMAL RURAL NO. 5 PROFESOR JULIO EDMUNDO ROSADO PINELO;LILIN MELISA HERRERA ORREGO;ROSA MARÍA GÓNGORA LÓPEZ;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0511-46;PETEN;FLORES;COLEGIO MIXTO DE EDUCACION MEDIA CON ORIENTACION UNIVERSITARIA;LILIN MELISA HERRERA ORREGO;ESPERANZA TRINIDAD GÓMEZ AYALA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-1049-46;PETEN;FLORES;"""LICEO MAYA""";LILIN MELISA HERRERA ORREGO;ALICIA BEATRIZ GONGORA INECO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-1119-46;PETEN;FLORES;INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO;LILIN MELISA HERRERA ORREGO;RAFAEL MANUEL BALDIZÓN OZAETA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
