,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN
6137,17-12-0184-46,17-12-1055,PETEN,POPTUN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASERIO EL CAOBA,['48447717'],JUAN FRANCISCO OLIVA ESTRADA,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
6138,17-12-0185-46,17-12-1222,PETEN,POPTUN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASERIO SABANETA TANJOC,['42769799'],JOSUE NEHEMIAS DE PAZ GONZALEZ,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
6139,17-12-0190-46,17-12-1054,PETEN,POPTUN,COLEGIO PREUNIVERSITARIO ITZA,AVENIDA  ZONA  BARRIO EL PORVENIR,['59456314'],OCTAVIO LONE GUERRA,MARIA DE JESUS MATUS PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6140,17-12-0397-46,17-12-1054,PETEN,POPTUN,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,AVENIDA  DE SEPTIEMBRE  ZONA,['59986319'],OCTAVIO LONE GUERRA,IRIS ARACELY MORALES CABRERA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6141,17-12-0398-46,17-12-1222,PETEN,POPTUN,INSTITUTO DE CAPACITACION ADVENTISTA DEL PETEN,POPTUN,['40690158'],JOSUE NEHEMIAS DE PAZ GONZALEZ,HERSON MISAEL MAZARIEGOS GODINEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6142,17-12-1046-46,17-12-1054,PETEN,POPTUN,"COLEGIO MIXTO PRIVADO ""SAN PEDRO MARTIR DE VERONA""",A CALLE A  ZONA,['41511141'],OCTAVIO LONE GUERRA,RAMON FRANCISCO CASTELLANOS MATUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6143,17-12-2962-46,17-12-1054,PETEN,POPTUN,"""LICEO CIENCIA Y DESARROLLO""CON ORIENTACION TECNICA Y CIENTIFICA",POPTUN,['35962859'],OCTAVIO LONE GUERRA,CARLOS HUMBERTO MARROQUIN MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6144,17-12-3469-46,NO_ESPECIFICADO,PETEN,POPTUN,INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,NO_ESPECIFICADO,['NO_VALIDO'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,SABATINO
6145,17-12-3540-46,17-,PETEN,POPTUN,COLEGIO PRIVADO MIXTO MACHAQUIL-HA,ALDEA MACHAQUILA,['NO_VALIDO'],JOSE FRANCISCO OLAN PONCE,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6146,17-12-3708-46,17-022,PETEN,POPTUN,COLEGIO MIXTO PRIVADO HELIODORO PICAZO,BARRIO IXOBEL ZONA,['58187835'],JUAN FRANCISCO OLIVA ESTRADA,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6147,17-12-3709-46,NO_ESPECIFICADO,PETEN,POPTUN,COLEGIO PRIVADO PATRONATO CULTURAL EDUCATIVO,ALDEA MACHAQUILA,['59072510'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6148,17-12-3710-46,17-022,PETEN,POPTUN,INSTITUTO DE MAGISTERIO EDUCACION PRIMARIA INTERCULTURAL POR COOPERATIVA,BARRIO IXOBEL ZONA,['NO_VALIDO'],JUAN FRANCISCO OLIVA ESTRADA,MARIO ANIBAL LOPEZ TEJADA,DIVERSIFICADO,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6149,17-12-3712-46,17-12-1055,PETEN,POPTUN,INSTITUTO DIVERSIFICADO POR COOPERATIVA,ALDEA MACHAQUILA,['55161552'],JUAN FRANCISCO OLIVA ESTRADA,VALENTIN CHUB CUCUL,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6150,17-12-3732-46,17-022,PETEN,POPTUN,INSTITUTO NORMAL POR COOPERATIVA MAGISTERIO PRIMARIA INTERCULTURAL,BARRIO EL PORVENIR,['NO_VALIDO'],JUAN FRANCISCO OLIVA ESTRADA,HUMBERTO BELIZARIO ASTUDILLO ADAUTO,DIVERSIFICADO,COOPERATIVA,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR)
6151,17-12-4099-46,17-023,PETEN,POPTUN,"CENTRO EDUCATIVO ""EL BOSQUE""",A AVENIDA BARRIO EL BOSQUE ZONA,['79276100'],EDY GENIS MORATAYA,RUDY FERNANDO BOLAÑOS ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6152,17-13-0099-46,17-026,PETEN,LAS CRUCES,"COLEGIO PRIVADO MIXTO ""JESUS EL DIVINO MAESTRO"" -JEDIMA-",ALDEA BETHANIA,['45287229'],CARMEN NEDITA NATARENO PADILLA,GREYSI GUADALUPE PAZ LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6153,17-13-0100-46,17-026,PETEN,LAS CRUCES,"COLEGIO PRIVADO MIXTO "" JESUS EL DIVINO MAESTRO"" -JEDIMA-",ALDEA BETHANIA LAS CRUCES PETEN,['45287229'],CARMEN NEDITA NATARENO PADILLA,GREYSI GUADALUPE PAZ LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6154,17-13-0103-46,17-13-1056,PETEN,LAS CRUCES,"COLEGIO PRIVADO MIXTO ""JEDIMA""",ALDEA PALESTINA LAS CRUCES PETEN,['48045807'],FIDEL OMAR HERNANDEZ RAMIREZ,ELIDA ELIZABETH PEREZ AZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6155,17-13-0104-46,17-026,PETEN,LAS CRUCES,COLEGIO PRIVADO MIXTO EL DIVINO MAESTRO,NO_ESPECIFICADO,['40094596'],CARMEN NEDITA NATARENO PADILLA,HENRY ADALBERTO MEDRANO NAJARRO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6156,17-13-0105-46,17-025,PETEN,LAS CRUCES,COLEGIO ADVENTISTA GETSEMANI,NO_ESPECIFICADO,['30376084'],FIDEL OMAR HERNANDEZ RAMIREZ,DALIDA ANAYANZA HERNANDEZ RAMIREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6157,17-13-0107-46,17-13-1056,PETEN,LAS CRUCES,INSTITUTO MUNICIPAL DE EDUCACION MEDIA,NO_ESPECIFICADO,['50160941'],FIDEL OMAR HERNANDEZ RAMIREZ,DEISY FABIOLA LOPEZ LOPEZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6158,17-13-0108-46,17-044,PETEN,LAS CRUCES,INSTITUTO MUNICIPAL DE EDUCACION MEDIA,NO_ESPECIFICADO,['58082806'],FIDEL OMAR HERNANDEZ RAMIREZ,JUAN CARLOS MONZON LUTIN,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6159,17-13-0112-46,17-13-1056,PETEN,LAS CRUCES,INSTITUTO MUNICIPAL DE EDUCACION MEDIA,ALDEA PALESTINA,['33518325'],FIDEL OMAR HERNANDEZ RAMIREZ,MARCOS OSWALDO JOHNSTON LIMA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6160,17-13-0113-46,17-043,PETEN,LAS CRUCES,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL -IMEBI-,ALDEA VISTA HERMOSA,['79261005'],DOMINGA GARCIA RAYMUNDO,ANDRES DOMINGO PAIZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6161,17-13-0117-46,17-13-1056,PETEN,LAS CRUCES,"COLEGIO DE CIENCIAS COMERCIALES ""LAS CRUCES""",AVE  CALLE ZONA,['53323553'],FIDEL OMAR HERNANDEZ RAMIREZ,PEDRO OCIEL JAIME RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6162,17-13-0118-46,17-044,PETEN,LAS CRUCES,"COLEGIO DE CIENCIAS COMERCIALES ""LAS CRUCES""",AVE  CALLE ZONA,['53323553'],FIDEL OMAR HERNANDEZ RAMIREZ,ARACELI SANDOVAL VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6163,17-13-0119-46,17-13-1056,PETEN,LAS CRUCES,"COLEGIO DE CIENCIAS COMERCIALES ""LAS CRUCES""",AVE  CALLE ZONA,['53323553'],FIDEL OMAR HERNANDEZ RAMIREZ,PEDRO OCIEL JAIME RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6164,17-13-0120-46,17-026,PETEN,LAS CRUCES,"COLEGIO DE CIENCIAS COMERCIALES ""LAS CRUCES""",AVE  CALLE ZONA,['53323553'],CARMEN NEDITA NATARENO PADILLA,ARACELI SANDOVAL VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6165,17-13-0122-46,17-026,PETEN,LAS CRUCES,"CENTRO EDUCATIVO TECNOLOGICO DE FORMACION INTEGRAL ""CETFI""",CASERIO VISTA HERMOSA,['46026222'],CARMEN NEDITA NATARENO PADILLA,MARIO ORLANDO ZELAYA DARDON,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6166,17-13-0125-46,17-13-1057,PETEN,LAS CRUCES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COOPERATIVA UNION MAYA ITZA,['40453135'],GUSTAVO ADOLFO PIRIR FLORES,MATEO ANTONIO NICOLAS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6167,17-13-0126-46,17-026,PETEN,LAS CRUCES,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO,ALDEA BETHANIA,['45287229'],CARMEN NEDITA NATARENO PADILLA,GREYSI GUADALUPE PAZ LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6168,17-13-0129-46,17-044,PETEN,LAS CRUCES,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO- GEDIMA,ALDEA BETHANIA,['45287229'],FIDEL OMAR HERNANDEZ RAMIREZ,NOE MOISES XO PAAN,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6169,17-13-0131-46,17-043,PETEN,LAS CRUCES,IMEBI,CASERIO VISTA HERMOS,['79262582'],DOMINGA GARCIA RAYMUNDO,LADISLAO SALVADOR HERNANDEZ LUCAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6170,17-13-0135-46,17-026,PETEN,LAS CRUCES,CENTRO EDUCATIVO YAXTUNILHA,ACALLE ZONA,['30854215'],CARMEN NEDITA NATARENO PADILLA,NIDIA ESTER GALICIA ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6171,17-13-0136-46,17-026,PETEN,LAS CRUCES,CENTRO EDUCATIVO YAXTUNILHA,RACALLE ZONA,['30854215'],CARMEN NEDITA NATARENO PADILLA,NIDIA ESTER GALICIA ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6172,17-13-0137-46,17-13-1056,PETEN,LAS CRUCES,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,ZONA  LAS CRUCES,['49187080'],FIDEL OMAR HERNANDEZ RAMIREZ,RUTH ABIGAIL MENDEZ AGUILAR,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6173,17-13-0138-46,17-13-1057,PETEN,LAS CRUCES,"COLEGIO PRIVADO MIXTO ""EL BUEN PASTOR""",CASERIO RETALTECO,['40122056'],GUSTAVO ADOLFO PIRIR FLORES,EDNER NEFTALI DE LEON CALMO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6174,17-13-0140-46,17-026,PETEN,LAS CRUCES,"COLEGIO PRIVADO MIXTO ""EL BUEN PASTOR""",CASERIO RETALTECO,['40122056'],CARMEN NEDITA NATARENO PADILLA,KENIA GUISELLA NAJARRO ALVAREZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6175,17-13-0143-46,17-025,PETEN,LAS CRUCES,"COLEGIO DE CIENCIAS COMERCIALES ""LAS CRUCES""",AV DA CALLE ZONA,['53323553'],FIDEL OMAR HERNANDEZ RAMIREZ,PEDRO OCIEL JAIME RIVAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,BILINGUE,DOBLE,FIN DE SEMANA
6176,17-13-0145-46,17-025,PETEN,LAS CRUCES,"COLEGIO PRIVADO MIXTO ""SUPERA CION Y ESPERANZA""",ALDEA PALESTINA,['36051122'],FIDEL OMAR HERNANDEZ RAMIREZ,MARIA CALENDELARIA GARCIA BATRES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6177,17-13-0148-46,17-13-1056,PETEN,LAS CRUCES,COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES,AV DA CALLE ZONA,['79273890'],FIDEL OMAR HERNANDEZ RAMIREZ,PEDRO OCIEL JAIME RIVAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6178,17-13-0150-46,17-13-1057,PETEN,LAS CRUCES,COLEGIO PRIVADO MIXTO EL BUEN PASTOR,CASERIO RETALTECO,['40122056'],GUSTAVO ADOLFO PIRIR FLORES,EDNER NEFTALI DE LEON CALMO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6179,17-13-0152-46,17-025,PETEN,LAS CRUCES,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO-JEDIMA-,CASERIO BETHANIA,['40311962'],FIDEL OMAR HERNANDEZ RAMIREZ,GREYSI GUADALUPE PAZ LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6180,17-13-0154-46,17-025,PETEN,LAS CRUCES,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO,ALDEA BETHANIA,['40311962'],FIDEL OMAR HERNANDEZ RAMIREZ,GREYSI GUADALUPE PAZ LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6181,17-13-0157-46,17-025,PETEN,LAS CRUCES,COLEGIO ADVENTISTA GETSEMANI,RA CALLE VA AVENIDA ZONA,['40720870'],FIDEL OMAR HERNANDEZ RAMIREZ,DALIDA ANAYANZA HERNANDEZ RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6182,17-13-0161-46,17-13-1056,PETEN,LAS CRUCES,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,NO_ESPECIFICADO,['NO_VALIDO'],FIDEL OMAR HERNANDEZ RAMIREZ,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6183,17-13-0162-46,17-13-1057,PETEN,LAS CRUCES,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASERIO VISTA HERMOSA,['57323448'],GUSTAVO ADOLFO PIRIR FLORES,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6184,17-14-0024-46,17-14-1058,PETEN,EL CHAL,LICEO EDUCATIVO SALEM,CABECERA MUNICIPAL,['49194715'],EDY GENIS MORATAYA,BEATRIZ ARMINDA ESQUIVEL RUANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6185,17-14-0028-46,17-14-1058,PETEN,EL CHAL,ESCUELA DE COMERCIO,CABECERA MUNICIPAL,['44908438'],EDY GENIS MORATAYA,ARACELY GUTIERREZ ESQUIVEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6186,17-14-0032-46,17-14-1058,PETEN,EL CHAL,"CENTRO EDUCATIVO TECNICO PORTILLO ""CETPORT""",CABECERA MUNICIPAL,['57851111'],EDY GENIS MORATAYA,YURI ADALI CORNELIO RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6187,17-14-0034-46,17-14-1058,PETEN,EL CHAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA- INED-,CABECERA MUNICIPAL,['33933229'],EDY GENIS MORATAYA,ANA YOLANDA LOPEZ HERNANDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6188,17-14-0044-46,17-013,PETEN,EL CHAL,LICEO EDUCATIVO SALEM,CABECERA MUNICIPAL,['49194715'],BRAULIO AMILCAR CHAN TESUCUN,BEATRIZ ARMINDA ESQUIVEL RUANO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6189,17-14-0076-46,17-013,PETEN,EL CHAL,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES- CEDIF-,COOPERATIVA LAS FLORES,['58502152'],BRAULIO AMILCAR CHAN TESUCUN,ELVIN ALEXANDER LOPEZ INTERIANO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6190,17-14-0078-46,17-013,PETEN,EL CHAL,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-,COOPERTIVA LAS FLORES,['56984314'],BRAULIO AMILCAR CHAN TESUCUN,ELVIN ALEXANDER LOPEZ INTERIANO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6191,17-14-0080-46,17-14-0147,PETEN,EL CHAL,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-,COOPERATIVA LAS FLORES,['56984314'],EDY GENIS MORATAYA,ELVIN ALEXANDER LOPEZ INTERIANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6192,17-14-0083-46,17-013,PETEN,EL CHAL,"CENTRO EDUCATIVO TECNICO PORTILLO ""CETPORT""",EL CHAL,['48835891'],BRAULIO AMILCAR CHAN TESUCUN,YURI ADALI CORNELIO RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6193,17-14-0084-46,17-14-1058,PETEN,EL CHAL,"CENTRO EDUCATIVO TECNICO PORTILLO ""CETPORT""",EL CHAL,['57851111'],EDY GENIS MORATAYA,YURI ADALI CORNELIO RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6194,17-14-0086-46,17-14-1058,PETEN,EL CHAL,LICEO EDUCATIVO SALEM,AREA CENTRALEL CHAL,['49194715'],EDY GENIS MORATAYA,BEATRIZ ARMINDA ESQUIVEL RUANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6195,17-14-0089-46,17-14-1058,PETEN,EL CHAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,CASERIO AGRICULTORES UNIDOS,['47311925'],EDY GENIS MORATAYA,ABELINO CASTRO SAMAYOA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6196,17-14-0090-46,17-14-0147,PETEN,EL CHAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO-INED-,CASERIO SANTA AMELIA,['42727176'],EDY GENIS MORATAYA,INGRIS MARILIS TELON DUARTE,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6197,17-14-0099-46,17-14-1058,PETEN,EL CHAL,"LICEO EDUCATIVO SALEM ""LICES""",BARRIO EL PARAISO,['49194715'],EDY GENIS MORATAYA,BEATRIZ ARMINDA ESQUIVEL RUANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,FIN DE SEMANA
6198,17-14-0100-46,17-14-1058,PETEN,EL CHAL,CENTRO EDUCATIVO TECNICO PORTILLO- CETPORT-,EL CHAL,['57851111'],EDY GENIS MORATAYA,YURI ADALI CORNELIO RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6199,17-14-0102-46,17-14-0147,PETEN,EL CHAL,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-,COOPERATIVA LAS FLOREZ,['56984314'],EDY GENIS MORATAYA,ELVIN ALEXANDER LOPEZ INTERIANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6201,09-01-0040-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLELGIO EVANGELICO LA PATRIA,AVENIDA  ZONA,['NO_VALIDO'],WILSON RANFERI SIGUENZA LOPEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR)
6202,09-01-0098-46,09-01-0424,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO MIXTO ""SUIZO QUETZALTENANGO""",RA CALLE  ZONA,['79267367'],ROSEMERY GUADALUPE PIEDRASANTA,MIRNA LETICIA CIFUENTES GODINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6203,09-01-0125-46,09-005,QUETZALTENANGO,QUETZALTENANGO,"INSTITUTO NACIONAL ""JACOBO ARBENZ GUZMAN""",A CALLE  ZONA,['41514439'],JUAN CARLOS RONQUILLO DE LEON,JUAN CARLOS HERNANDEZ RIOS,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
6204,09-01-0126-46,09-01-0428,QUETZALTENANGO,QUETZALTENANGO,"ESCUELA NACIONAL DE CIENCIAS COMERCIALES DE OCCIDENTE SECCION NOCTURNA ""ALBERTO CARDENAS RODAS""",A CALLE  ZONA,['59861622'],JUAN CARLOS RONQUILLO,MARIA JOSEFINA MENDOZA ESCOBAR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
6205,09-01-0131-46,09-01-0426,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO NORMAL PARA VARONES DE OCCIDENTE I.N.V.O,CALLE RODOLFO ROBLES  ZONA,['77611583'],PEDRO GERONIMO SARAT CHAJ,JAIME FERNANDO VASQUEZ COLOP,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6206,09-01-0132-46,09-01-0428,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO NORMAL PARA SEÑORITAS DE OCCIDENTE,AVENIDA A  ZONA,['77612303'],JUAN CARLOS RONQUILLO,ROSELIA HAYDEE LOPEZ MONZON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6207,09-01-0134-46,09-01-0427,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'AMERICANO',AVE JESUS CASTILLO A ZONA,['77610735'],DINA RUBI GONZALEZ DE LEON,LILIAM YOLANDA PEREYRA CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6208,09-01-0135-46,09-036,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO MODERNO,A AVE  ZONA,['77614475'],OBDULIO ROLANDO RUIZ ALVA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6209,09-01-0136-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO TERESA MARTIN,A CALLE  ZONA,['36479650'],OBDULIO ROLANDO RUIZ ALVA,MARILIN ELIZABETH GARCIA LOCON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
