,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN
2336,01-04-0038-46,01-99-0045,GUATEMALA,SAN JOSE DEL GOLFO,COLEGIO BALAM,BOULEVARD PLAN DEL RODEO LOTE,['46819123'],JOSE ROBERTO ESTRADA RAMIREZ,MARIA JOSE PEREZ ANDRADE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA
2337,01-04-9816-46,01-113,GUATEMALA,SAN JOSE DEL GOLFO,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,NO_ESPECIFICADO,['66416200'],MARIA ROXANA PELAEZ HERRERA,NO_ESPECIFICADO,DIVERSIFICADO,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2338,01-05-0003-46,01-05-0046,GUATEMALA,PALENCIA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CALLE REAL CANTON RINCON DE LA PIEDRA,['41614042'],BERTA ADELA ALVIZURES CRUZ DE MENDEZ,MEI LIANG BRAN CHOQUIN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2339,01-05-0012-46,01-05-0061,GUATEMALA,PALENCIA,"INSTITUTO DE EDUCACION DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA ""EL FISCAL""",AVENIDA PRINCIPAL ALDEA EL FISCAL,['22557300'],AURA LILY LLAMAS AVILA DE MORALES,FRANKLY NATANAEL FUENTES RAMIREZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2340,01-05-0038-46,01-05-0046,GUATEMALA,PALENCIA,LICEO TECNOLOGICO PROFESIONAL DE PALENCIA,AVENIDA  CANTON AGUA TIBIA,['54799478'],BERTA ADELA ALVIZURES CRUZ DE MENDEZ,MARIA ELVIA DEL ROSARIO MORALES OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2341,01-05-0042-46,01-05-0060,GUATEMALA,PALENCIA,CENTRO EDUCATIVO FE Y ALEGRIA NO. 48,SECTOR  LOTE  ALDEA PLAN GRANDE,['47396396'],ISMALIA ALVIZURIS COTTO,CARLOS RENE OSORIO PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2342,01-05-0053-46,01-108,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL,KILOMETRO CALLE REAL ZONA  ALDEA LOS MIXCOS,['42545421'],PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2343,01-05-0054-46,01-99-0045,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL,KILOMETRO  CALLE REAL ZONA  ALDEA LOS MIXCOS,['31526305'],JOSE ROBERTO ESTRADA RAMIREZ,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
2344,01-05-0055-46,01-05-0046,GUATEMALA,PALENCIA,COLEGIO MONTE REY,A AVENIDA A  CANTON AGUA TIBIA,['40505062'],BERTA ADELA ALVIZURES CRUZ DE MENDEZ,RODOLFO AYALA BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2345,01-05-0062-46,01-403,GUATEMALA,PALENCIA,"LICEO PREUNIVERSITARIO ""INTEGRAL GUATEMALTECO EMPRESARIAL""",SECTOR II LOTE  SANTA LUCIA LOS OCOTES APARTAMENTO B,['59791931'],CARLOS HUMBERTO GONZALEZ DE LEON,OSCAR LEONEL CHARUC CHOGUIS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2346,01-05-0063-46,01-106,GUATEMALA,PALENCIA,"LICEO PREUNIVERSITARIO ""INTEGRAL GUATEMALTECO EMPRESARIAL""",SECTOR II LOTE  SANTA LUCIA LOS OCOTES APARTAMENTO B,['59791931'],CESAR ARNOLDO MARTINEZ GARCIA,OSCAR LEONEL CHARUC CHOGUIS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2347,01-05-0071-46,01-05-0046,GUATEMALA,PALENCIA,LICEO SAN FRANCISCO DE ASIS,DA CALLE  PUEBLO NUEVO NORTE,['30624815'],BERTA ADELA ALVIZURES CRUZ DE MENDEZ,MARIA RAFAELA MEJIA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2348,01-05-0078-46,01-107,GUATEMALA,PALENCIA,COLEGIO CAMPESTRE MARANATHA,COLEGIO CAMPESTRE MARANATHA,['58793716'],ISMAILIA ALVIZURIS COTTO,HECTOR SAUL JEREZ RIVERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2349,01-05-0080-46,01-05-0059,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL,KM  CALLE REAL ZONA CERO,['42545421'],JOSE ROBERTO ESTRADA RAMIREZ,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2350,01-05-0086-46,01-99-0045,GUATEMALA,PALENCIA,LICEO TECNOLOGICO PROFESIONAL DE PALENCIA,O AV  AGUA TIBIA,['49395955'],JOSE ROBERTO ESTRADA RAMIREZ,MARIA ELVIA DEL ROSARIO MORALES OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
2351,01-05-0100-46,01-108,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL NO. 2,A CALLE  CANTON AGUA TIBIA,['37278044'],PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2352,01-05-0102-46,01-108,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL NO. 2,A CALLE  CANTON AGUA TIBIA,['37278044'],PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2353,01-05-0106-46,01-108,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL NO. 2,ERA CALLE  CANTON AGUA TIBIA,['37278044'],PEDRO ADOLFO LUCERO ROSALES,LAYZA JEANETTE CIFUENTES PINEDA DE JEREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2354,01-05-0107-46,01-108,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL NO. 2,ERA CALLE  CANTON AGUA TIBIA,['37278044'],PEDRO ADOLFO LUCERO ROSALES,LAYZA JEANNETE CIFUENTES PINEDA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2355,01-05-0108-46,01-108,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL NO. 2,ERA CALLE  CANTON AGUA TIBIA,['37278044'],PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2356,01-05-0109-46,01-108,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL NO. 2,ERA CALLE  CANTON AGUA TIBIA,['37278044'],PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2357,01-05-0111-46,01-05-0061,GUATEMALA,PALENCIA,COLEGIO NUEVA ERA,TA CALLE  ZONA  ALDEA EL FISCAL,['58650573'],AURA LILY LLAMAS AVILA DE MORALES,MAYRA YANNINA AVEA ROSALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2358,01-05-0116-46,01-05-0046,GUATEMALA,PALENCIA,LICEO TECNOLOGICO PROFESIONAL DE PALENCIA,AVENIDA  CANTON AGUA TIBIA,['54799478'],BERTA ADELA ALVIZURES CRUZ DE MENDEZ,MARIA ELVIA DEL ROSARIO MORALES OLIVA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2359,01-05-0120-46,01-05-0059,GUATEMALA,PALENCIA,LICEO EN COMPUTACION EL PARAISO,SECTOR   ALDEA EL PARAISO,['57648095'],JOSE ROBERTO ESTRADA RAMIREZ,ADRIANA JULIETA CRUZ MIJANGOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2360,01-05-0122-46,01-99-0045,GUATEMALA,PALENCIA,LICEO EN COMPUTACION EL PARAISO,SECTOR   ALDEA EL PARAISO,['57648095'],JOSE ROBERTO ESTRADA RAMIREZ,ADRIANA JULIETA CRUZ MIJANGOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
2361,01-05-0124-46,01-99-0045,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL,KILOMETRO  CALLE REAL ZONA  ALDEA LOS MIXCOS,['31526305'],JOSE ROBERTO ESTRADA RAMIREZ,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
2362,01-05-0126-46,01-99-0045,GUATEMALA,PALENCIA,LICEO INTEGRAL PALENCIANO,DA CALLE PROLONGACION INTERIOR NO  EL RINCON,['51604540'],JOSE ROBERTO ESTRADA RAMIREZ,THELMA CONSUELO PEREZ HERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
2363,01-05-0129-46,01-05-0061,GUATEMALA,PALENCIA,CENTRO EDUCATIVO FE Y ALEGRIA NO. 53,ALDEA AZACUALPILLA,['52127204'],AURA LILY LLAMAS AVILA DE MORALES,MARENA ELIZABETH YAT,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2364,01-05-0143-46,01-99-0045,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL,KM  CALLE REAL ZONA  ALDEA LOS MIXCOS,['31526305'],JOSE ROBERTO ESTRADA RAMIREZ,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA
2365,01-05-0144-46,01-05-0046,GUATEMALA,PALENCIA,"COLEGIO VISIONARIO ""J.P. II""",A AVENIDA  CANTON AGUA TIBIA,['53806629'],BERTA ADELA ALVIZURES CRUZ DE MENDEZ,VICTOR MANUEL MURALLES MUÑOZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2366,01-05-0147-46,01-05-0062,GUATEMALA,PALENCIA,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO,ALDEA SANGUAYABA PALENCIA GUATEMALA,['40608635'],PEDRO ADOLFO LUCERO ROSALES,VILMA ELIZABETH MONTUFAR ALFARO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2367,01-05-0148-46,01-99-0045,GUATEMALA,PALENCIA,"LICEO AMERICANO ""EINSTEIN""",CALLE PRINCIPAL LOTE  KILOMETRO  EL FISCAL,['22580550'],JOSE ROBERTO ESTRADA RAMIREZ,MARVYN DAVID RUANO MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
2368,01-05-2393-46,NO_ESPECIFICADO,GUATEMALA,PALENCIA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'DR. FRANCISCO ESCOBAR PEREZ',PALENCIA,['NO_VALIDO'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2369,01-05-4106-46,NO_ESPECIFICADO,GUATEMALA,PALENCIA,COLEGIO 'CAMPO VERDE',ALDEA LOS MIXCOS,['NO_VALIDO'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2370,01-05-6543-46,01-642,GUATEMALA,PALENCIA,LICEO SAN FRANCISCO DE ASIS,PUEBLO NUEVO NORTE DA CALLE,['30624815'],JOSE ROBERTO ESTRADA RAMIREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2371,01-05-8549-46,01-05-0058,GUATEMALA,PALENCIA,LICEO INTEGRAL PALENCIANO,A CALLE PROLONGACION INTERIOR NO  CANTON RINCON DE LA PIEDRA,['51604540'],BERTA ADELA ALVIZURES CRUZ DE MENDEZ,THELMA CONSUELO PEREZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2372,01-05-8550-46,01-05-0058,GUATEMALA,PALENCIA,LICEO INTEGRAL PALENCIANO,A CALLE PROLONGACION INTERIOR NO  CANTON RINCON DE LA PIEDRA,['51604540'],BERTA ADELA ALVIZURES CRUZ DE MENDEZ,THELMA CONSUELO PEREZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2373,01-05-8604-46,01-99-0045,GUATEMALA,PALENCIA,LICEO INTEGRAL PALENCIANO,A CALLE PROLONGACION INTERIOR NO  EL RINCON CANTON RINCON DE LA PIEDRA,['51604540'],JOSE ROBERTO ESTRADA RAMIREZ,THELMA CONSUELO PEREZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
2374,01-05-8606-46,01-99-0045,GUATEMALA,PALENCIA,LICEO INTEGRAL PALENCIANO,A CALLE PROLONGACION INTERIOR NO  EL RINCON CANTON RINCON DE LA PIEDRA,['51604540'],JOSE ROBERTO ESTRADA RAMIREZ,THELMA CONSUELO PEREZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
2375,01-05-9773-46,01-05-0061,GUATEMALA,PALENCIA,LICEO AMERICANO 'EINSTEIN',CALLE PRINCIPAL LOTE  KILOMETRO  EL FISCAL,['58345717'],AURA LILY LLAMAS AVILA DE MORALES,MARVYN DAVID RUANO MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2376,01-05-9775-46,01-108,GUATEMALA,PALENCIA,LICEO AMERICANO 'EINSTEIN',CALLE PRINCIPAL LOTE  KILOMETRO  EL FISCAL,['22580550'],PEDRO ADOLFO LUCERO ROSALES,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2377,01-06-0008-46,01-06-0066,GUATEMALA,CHINAUTLA,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""SAN JULIAN""",COLONIA SAN JULIAN,['22865087'],MIRIAM ZUCELY RAMIREZ HERNANDEZ DE GARCIA,KAREN ISABEL TREJO RENDON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2378,01-06-0009-46,01-06-0064,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA EDGAR ARNOLDO MEDRANO MENENDEZ,SECTOR  LOTE  TIERRA NUEVA I,['30535258'],YERALDY ETELVINA DIAZ DE LEON,CESAR EMANUEL MOLINA SEP,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2379,01-06-0010-46,01-06-0065,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA DOCTOR DANILO FLORES,ALDEA LA LAGUNETA CARRETERA A SAN PEDRO AYAMPUC,['43650624'],MARIA AMELIDA CEBALLOS PEREZ,MARVIN ANTONIO GIRON JOLON,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2380,01-06-0017-46,01-407,GUATEMALA,CHINAUTLA,LICEO MIXTO CRISTIANO REMANENTE ESCOGIDO,A AVENIDA Y A AVENIDA LOTES  Y  COLONIA RICH,['22868034'],LILIAN YOLANDA RODRIGUEZ PINTO DE CASTRO,MIRIAM ESTELA GONZALEZ CASTILLO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2381,01-06-0020-46,01-407,GUATEMALA,CHINAUTLA,LICEO MIXTO CRISTIANO REMANENTE ESCOGIDO,A AVENIDA Y A AVENIDA LOTES  Y  COLONIA RICH,['22868034'],LILIAN YOLANDA RODRIGUEZ PINTO DE CASTRO,MIRIAM ESTELA GONZALEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2382,01-06-0029-46,01-643,GUATEMALA,CHINAUTLA,LICEO MIXTO CRISTIANO REMANENTE ESCOGIDO,A AVENIDA Y A AVENIDA LOTES  Y  COLONIA RICH,['42176420'],CESAR AUGUSTO ORTIZ HERNANDEZ,ADELSO GARCIA MUS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2383,01-06-0030-46,01-643,GUATEMALA,CHINAUTLA,LICEO MIXTO CRISTIANO REMANENTE ESCOGIDO,A AVENIDA Y A AVENIDA LOTES  Y  COLONIA RICH,['22868034'],CESAR AUGUSTO ORTIZ HERNANDEZ,MIRIAM ESTELA GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2384,01-06-0036-46,01-643,GUATEMALA,CHINAUTLA,INED EDGAR ARNOLDO MEDRANO,LOTE  SECTOR  TIERRA NUEVA I,['24837931'],CESAR AUGUSTO ORTIZ HERNANDEZ,MARTA LUCRECIA MOLINA SEP,DIVERSIFICADO,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2385,01-06-0037-46,01-643,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA COMPLEJO EDUCATIVO SACOJITO EDGAR ARNOLDO MEDRANO MENENDEZ,SECTOR NO  LOTE  ALDEA CONCEPCION SACOJITO,['43348572'],CESAR AUGUSTO ORTIZ HERNANDEZ,CELESTE MARIELA PEREZ GARCIA,DIVERSIFICADO,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2386,01-06-0049-46,01-403,GUATEMALA,CHINAUTLA,INSTITUTO OFICIAL DE EDUCACION BASICA Y DIVERSIFICADO ARQUITECTO GUSTAVO ARNOLDO MEDRANO OSORIO,ALDEA EL DURAZNO CASERIO LA LAGUNETA,['57528053'],CARLOS HUMBERTO GONZALEZ DE LEON,BRENDA PATRICIA LOPEZ SANTOS,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2387,01-06-0050-46,01-06-0065,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA MAESTRA ROSALINA MENENDEZ DE MEDRANO,ALDEA EL DURAZNO,['41710401'],MARIA AMELIDA CEBALLOS PEREZ,JACKELINE ARELIS VILLATORO AVALOS DE GOMEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2388,01-06-0055-46,01-403,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL MARVIN ROCAEL OSORIO VASQUEZ,SECTOR  LOTE  COLONIA TIERRA NUEVA I,['50189885'],CARLOS HUMBERTO GONZALEZ DE LEON,NANCY MAGALY RODAS SANTIZO,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
2389,01-06-0057-46,01-109,GUATEMALA,CHINAUTLA,LICEO MIXTO SANTA LUISA,A CALLE LOTE G COLONIA EL SAUZALITO ZONA,['22897210'],ALEX JOSUE MENDEZ MAYEN,MARTA ISABEL BARRERA SOLORZANO DE REYNOSA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2390,01-06-0061-46,NO_ESPECIFICADO,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL PC. BRENDA ELIZABETH DEL CID MEDRANO,ALDEA EL DURAZNO,['NO_VALIDO'],NO_ESPECIFICADO,MARILENA IVETTE MOLINA DIAZ,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2391,01-06-0062-46,01-99-0029,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL PC. BRENDA ELIZABETH DEL CID MEDRANO,ALDEA EL DURAZNO,['52005370'],JORGE MYNOR SOL HERNANDEZ,MARILENA IVETTE MOLINA DIAZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
2392,01-06-0066-46,01-643,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL EDGAR ARNOLDO MEDRANO MENENDEZ NO. 3,CANTON CENTRAL SANTA CRUZ,['54143806'],CESAR AUGUSTO ORTIZ HERNANDEZ,LISBETH MAGALY VELASCO GOMEZ,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2393,01-06-0069-46,01-109,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON CENTRAL SANTA CRUZ,['54143806'],ALEX JOSUE MENDEZ MAYEN,JORGE MARIO ABA ARANA,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2394,01-06-0074-46,01-99-0043,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL MARIA FERNANDA MEDRANO CORDON,SECTOR  LOTE  COLONIA TIERRA NUEVA,['24837931'],JERVIN ARSEÑO FIGUEROA DUBON,CLAUDIA NOEMI MATIAS MOGOLLON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
2395,01-06-0075-46,01-99-0043,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL MARIA FERNANDA MEDRANO CORDON,SECTOR  LOTE  COLONIA TIERRA NUEVA,['NO_VALIDO'],JERVIN ARSEÑO FIGUEROA DUBON,CLAUDIA NOEMI MATIAS MOGOLLON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
2396,01-06-0078-46,01-407,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL NITO PALENCIA MAYEN,TA CALLE  ZONA,['44801078'],LILIAN YOLANDA RODRIGUEZ PINTO DE CASTRO,CARLA SIOMARA BELTRAN,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2397,01-06-0082-46,01-403,GUATEMALA,CHINAUTLA,INSTITUTO OFICIAL DE EDUCACION BASICA Y DIVERSIFICADO ARQUITECTO GUSTAVO ARNOLDO MEDRANO,ALDEA EL DURAZNO CASERIO LA LAGUNETA,['47528053'],CARLOS HUMBERTO GONZALEZ DE LEON,BRENDA PATRICIA LOPEZ SANTOS,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2398,01-06-0084-46,01-01-0024,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL MARIA BELEN MEDRANO GARCIA,ERA AVENIDA SECTOR  COLONIA NUEVA CHINAUTLA,['56303726'],CARLOS HUMBERTO GONZALEZ DE LEON,GILBERTO FABIAN MARTINEZ SALAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
2399,01-06-0085-46,01-109,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL MARIA BELEN MEDRANO GARCIA,ERA AVENIDA SECTOR  COLONIA NUEVA CHINAUTLA,['51227812'],ALEX JOSUE MENDEZ MAYEN,BYRON MANUEL LOPEZ JACINTO,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2400,01-06-0088-46,01-643,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACIÒN EDGAR ARNOLDO MEDRANO MENENDEZ,SECTOR  LOTE  TIERRA NUEVA I,['24837931'],CESAR AUGUSTO ORTIZ HERNANDEZ,MARTA LUCRECIA MOLINA SEP,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2401,01-06-0091-46,01-99-0043,GUATEMALA,CHINAUTLA,COLEGIO MIXTO SAN FERNANDO,SECTOR I MANZANA B LOTE  Y  COLONIA PLANES DEL MILAGRO CHINAUTLA GUATEMALA CHINAUTLA,['22605662'],JERVIN ARSEÑO FIGUEROA DUBON,AURA ISABEL GARCIA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
